HR,Name,DM,HD,SAO,FK5,RAh,RAm,RAs,DE-,DEd,DEm,DEs,Vmag,SpType,Parallax
7125,47Omi Dra,BD+59 1925,175306,31218,707,18,51,12.1,+,59,23,18,4.66,G9IIIFe-0.5,0.006
7126,,BD-16 5078,175317,161984,1495,18,55,31,-,16,22,36,5.79,F4V,
7127,Ome Pav,CP-60 7213,175329,254423,3511,18,58,36.4,-,60,12,2,5.14,K2IIICNIV,0.019
7128,,CD-2314844,175360,187468,,18,56,0.6,-,23,10,25,5.93,B8,
7129,,CD-3712982,175362,210734,,18,56,40.5,-,37,20,36,5.38,B8IVSi,
7130,,CP-66 3404,175401,254426,,19,0,3.5,-,66,39,12,6.01,K0III,
7131,11Del1Lyr,BD+36 3307,175426,67537,3506,18,53,43.6,+,36,58,18,5.58,B2.5V,
7132,,BD+27 3150,175443,86558,,18,54,13.2,+,27,54,34,5.62,K4III,
7133,113    Her,BD+22 3524,175492,86567,3508,18,54,44.9,+,22,38,42,4.59,G4III+A6V,0.013
7134,Lam Tel,CP-53 9402,175510,245834,708,18,58,27.7,-,52,56,19,4.87,A0V,
7135,,BD+06 3978,175515,124050,3509,18,55,27.5,+,6,36,55,5.57,K0III,0.011
7136,,CD-3913012,175529,210754,,18,57,34.7,-,39,49,24,6.31,A3,
7137,,BD+50 2686,175535,31241,,18,53,13.6,+,50,42,30,4.92,G7IIIaFe-1,0.024
7138,,BD+41 3174,175576,47902,,18,54,14.3,+,41,13,32,7.3,F5,
7139,12Del2Lyr,BD+36 3319,175588,67559,,18,54,30.2,+,36,53,56,4.3,M4II,-0.001
7140,,BD+33 3257,175635,67566,,18,54,52.5,+,33,58,7,6.02,G8III+A2,
7141,63The1Ser,BD+04 3916,175638,124068,709,18,56,13.2,+,4,12,13,4.62,A5V,0.03
7142,63The2Ser,BD+04 3917,175639,124070,,18,56,14.6,+,4,12,7,4.98,A5Vn,0.03
7143,,BD-01 3602,175640,142825,3510,18,56,22.7,-,1,48,0,6.22,B9III,
7144,,BD+02 3730,175679,124073,,18,56,25.6,+,2,28,16,6.15,G8III,
7145,36Xi 1Sgr,BD-20 5339,175687,187498,,18,57,20.5,-,20,39,23,5.08,A0II,-0.006
7146,,BD+41 3177,175740,47909,,18,54,52.2,+,41,36,10,5.44,K0III,
7147,,BD+17 3778,175744,104271,,18,56,3.9,+,17,59,42,6.63,B9pSi,
7148,,BD+17 3779,175743,104272,,18,56,6.2,+,18,6,19,5.69,K1III,0.004
7149,Eta Sct,BD-06 4976,175751,142838,,18,57,3.7,-,5,50,46,4.83,K2III,0.039
7150,37Xi 2Sgr,BD-21 5201,175775,187504,710,18,57,43.8,-,21,6,24,3.51,K1III,0.011
7151,,CD-3116189,175794,210773,,18,58,21.3,-,31,2,10,6.12,K3III,
7152,Eps CrA,CD-3713001,175813,210781,3512,18,58,43.4,-,37,6,27,4.87,F2V,0.032
7153,,BD+57 1915,175823,31252,,18,53,46.3,+,57,29,13,6.22,gK5,
7154,,BD+48 2793,175824,47913,,18,54,47.1,+,48,51,35,5.77,F3III,0.017
7155,,CD-2513574,175852,187517,,18,58,20.5,-,24,52,36,6.62,A0,
7156,,CD-3913032,175855,210786,,18,59,11.1,-,39,32,5,6.49,A0,
7157,13    Lyr,BD+43 3117,175865,47919,711,18,55,20.1,+,43,56,46,4.04,M5III,0
7158,64    Ser,BD+02 3738,175869,124089,,18,57,16.6,+,2,32,7,5.57,B9IIIep:Hg:,
7159,,BD-22 4928,175892,187519,,18,58,24.6,-,22,31,46,6.14,A2V,
7160,,BD+79  604,175938,9256,3501,18,45,38.1,+,79,56,33,6.39,A8V,
7161,,CP-68 3180,175986,254446,,19,3,29.7,-,68,45,19,5.88,F8V,
7162,,BD+32 3267,176051,67612,,18,57,1.6,+,32,54,5,5.22,F9V,0.057
7163,,BD+06 3989,176095,124112,,18,58,23.8,+,6,14,25,6.21,F5IV,
7164,,BD-18 5155,176123,162050,,18,59,26.8,-,18,34,1,6.37,G3II,
7165,,BD+17 3799,176155,104296,,18,58,14.7,+,17,21,39,5.38,F8Ib,-0.007
7166,,BD-13 5172,176162,162052,,18,59,23.8,-,12,50,26,5.53,B5IV,0.006
7167,10    Aql,BD+13 3838,176232,104303,,18,58,46.9,+,13,54,24,5.89,F0pSrEu,
7168,,CD-2513614,176246,187562,,19,0,24.8,-,24,56,32,6.36,gK0,
7169,,CD-3713017,176269,210815,,19,1,3.2,-,37,3,39,6.69,B9V,
7170,,CD-3713018,176270,210816,,19,1,4.3,-,37,3,43,6.4,B8V-IV,
7171,,BD+19 3858,176301,104306,,18,58,45.1,+,19,47,39,6.5,B7III-IV,
7172,11    Aql,BD+13 3841,176303,104308,,18,59,5.7,+,13,37,21,5.23,F8V,0.039
7173,,BD+09 3951,176304,104313,,18,59,17.5,+,10,8,27,6.75,B2Vp,
7174,,BD+38 3373,176318,67642,,18,58,1.9,+,38,15,58,5.89,B7IV,
7175,48    Dra,BD+57 1922,176408,31284,3513,18,56,45,+,57,48,54,5.66,K1III,0.018
7176,13Eps Aql,BD+14 3736,176411,104318,712,18,59,37.4,+,15,4,6,4.02,K1-IIICN0.5Ba0.2,0.028
7177,,CD-4213839,176425,229446,,19,2,8.7,-,41,54,36,6.23,A0V,
7178,14Gam Lyr,BD+32 3286,176437,67663,713,18,58,56.6,+,32,41,22,3.24,B9III,0.021
7179,,BD+40 3544,176502,47965,,18,58,46.6,+,40,40,45,6.22,B3V,
7180,52Ups Dra,BD+71  915,176524,9283,714,18,54,23.9,+,71,17,50,4.82,K0IIIBa0.2,0.014
7181,,BD+26 3418,176527,86673,,18,59,45.5,+,26,13,50,5.27,K2III,-0.002
7182,,BD-22 4946,176537,187584,,19,1,37.8,-,22,41,44,6.24,K5,
7183,,BD+22 3549,176541,86675,,18,59,58.1,+,22,48,53,6.29,M3.5IIIab,
7184,,BD+58 1849,176560,31292,,18,57,28.4,+,58,13,31,6.46,A2IV,-0.008
7185,,BD+39 3602,176582,67675,,18,59,12.3,+,39,13,4,6.41,B5IV,
7186,,BD-15 5185,176593,162097,,19,1,33.5,-,15,16,57,6.32,gG6,
7187,,BD+65 1309,176598,18079,3514,18,56,25.6,+,65,15,29,5.63,G8III,-0.002
7188,Zet CrA,CD-4213855,176638,229461,3519,19,3,6.9,-,42,5,43,4.75,B9.5V,0.031
7189,NOVA 1899,,,,,,,,,,,,,,
7190,,CD-5111893,176664,245899,,19,3,57.4,-,51,1,7,5.93,K0-1III,
7191,,BD+62 1669,176668,18082,,18,57,17.4,+,62,23,48,6.45,G5IV+G8V,
7192,15Lam Lyr,BD+31 3424,176670,67682,,19,0,0.9,+,32,8,44,4.93,K2.5IIIBa0.5,-0.003
7193,12    Aql,BD-05 4840,176678,142931,,19,1,40.8,-,5,44,20,4.02,K1III,0.021
7194,38Zet Sgr,CD-3016575,176687,187600,,19,2,36.7,-,29,52,49,2.6,A2III+A4IV,0.025
7195,,CD-2513655,176704,187599,,19,2,27.7,-,24,50,49,5.65,K3III,
7196,,BD+50 2705,176707,31304,,18,58,59.6,+,50,48,34,6.3,G8III,
7197,,CD-3813300,176723,210859,,19,3,17.7,-,38,15,12,5.74,F0IIIn,
7198,,BD+19 3879,176776,104362,,19,1,5.5,+,19,18,35,6.39,K1III,
7199,,BD+75  683,176795,9286,,18,53,33.2,+,75,47,15,6.22,A1V,-0.004
7200,,BD+20 4022,176819,86704,,19,1,22.6,+,20,50,1,6.69,B2IV-V,
7201,,BD+40 3555,176844,47993,,19,0,19,+,40,41,3,6.65,M4IIIa,
7202,,BD+26 3429,176871,86707,3518,19,1,17.4,+,26,17,29,5.69,B5V,0.009
7203,,BD-19 5273,176884,162130,,19,3,3.8,-,19,14,43,6.05,G6III,
7204,,BD+33 3287,176896,67699,,19,0,55.2,+,33,48,8,6.01,gK0,
7205,,BD-19 5275,176903,162133,,19,3,7,-,19,6,12,6.37,F5IV-V,
7206,,BD+24 3608,176939,86714,,19,1,34.9,+,25,1,33,6.72,K2,
7207,,BD+22 3561,176971,86716,,19,1,49.5,+,22,15,50,6.4,A4V,
7208,,BD+08 3951,176981,124184,,19,2,21.6,+,8,22,27,6.3,K2III,
7209,14    Aql,BD-03 4460,176984,142959,,19,2,54.5,-,3,41,56,5.42,A1V,
7210,,BD+50 2708,177003,31311,3515,19,0,13.7,+,50,32,1,5.38,B2.5IV,
7211,,CD-3116306,177074,210883,,19,4,25.1,-,31,2,49,5.5,A0IV,
7212,,BD+33 3295,177109,67721,,19,1,48.3,+,33,37,17,6.39,B5IV,
7213,Rho Tel,CP-5211356,177171,245921,,19,6,19.9,-,52,20,27,5.16,F7V,0.022
7214,,BD+01 3865,177178,124203,,19,3,32.2,+,1,49,8,5.83,A4V,
7215,16    Lyr,BD+46 2602,177196,48011,,19,1,26.4,+,46,56,5,5.01,A7V,0.036
7216,,BD+19 3888,177199,104405,3521,19,2,52.6,+,19,39,40,6.09,K1III,
7217,39Omi Sgr,BD-21 5237,177241,187643,,19,4,41,-,21,44,30,3.77,G9IIIb,0.044
7218,49    Dra,BD+55 2137,177249,31323,,19,0,43.4,+,55,39,30,5.48,G5.5IIbFe-0.5,
7219,,BD+03 3882,177332,124219,,19,4,10.7,+,3,19,50,6.73,A5m,
7220,,BD-05 4858,177336,142985,,19,4,24.2,-,5,41,6,6.9,C5II,
7221,,CP-68 3185,177389,254475,,19,9,52.7,-,68,25,29,5.33,G8-K0III-IV,0.03
7222,,BD+21 3648,177392,86753,,19,3,42.5,+,21,16,4,6.52,F2III,
7223,,CD-4812901,177406,229493,3523,19,6,55.6,-,48,17,57,5.97,A0V,
7224,,BD+69 1018,177410,18103,3517,18,58,52.6,+,69,31,52,6.52,A0pSi,
7225,15    Aql,BD-04 4684,177463,142996,,19,4,57.6,-,4,1,53,5.42,K1III,0.002
7226,Gam CrA,CD-3713048,177474,210928,,19,6,25.1,-,37,3,48,4.93,F8V,0.054
7227,Gam CrA,CD-3713048,177475,210928,,19,6,25.1,-,37,3,48,4.99,F8V,0.054
7228,Sig Oct,CP-89   47,177482,258857,923,21,8,46.2,-,88,57,23,5.47,F0III,
7229,,BD+52 2326,177483,31337,,19,2,7,+,52,15,40,6.31,G8III,0.005
7230,,BD-15 5223,177517,162177,3522,19,5,41.2,-,15,39,37,5.97,B9V,
7231,,BD-01 3642,177552,143003,,19,5,18.6,-,1,30,46,6.53,F1V,
7232,,CD-3713049,177565,210937,,19,6,52.5,-,37,48,37,6.16,G5IV,0.063
7233,,CP-55 9001,177693,245937,,19,8,52.1,-,55,43,13,6.49,K1III,
7234,40Tau Sgr,CD-2713564,177716,187683,1496,19,6,56.4,-,27,40,14,3.32,K1+IIIb,0.044
7235,17Zet Aql,BD+13 3899,177724,104461,716,19,5,24.6,+,13,51,48,2.99,A0Vn,0.045
7236,16Lam Aql,BD-05 4876,177756,143021,717,19,6,14.9,-,4,52,57,3.44,B9Vn,0.032
7237,,BD+31 3453,177808,67782,,19,4,57.9,+,31,44,40,5.56,M0III,0.018
7238,,BD+30 3409,177809,67781,,19,4,58.3,+,30,44,0,6.06,M2.5IIIab,
7239,,BD-16 5153,177817,162201,,19,6,52.3,-,16,13,44,6.03,B8IV,
7240,,CD-2815403,177846,187701,,19,7,30.9,-,28,38,13,6.04,K3III,
7241,,BD-18 5206,177863,162204,,19,7,8.5,-,18,44,16,6.29,B8III,
7242,Del CrA,CD-4013061,177873,229513,,19,8,20.9,-,40,29,48,4.59,K1III,0.016
7243,,BD+08 3970,177940,124266,,19,6,22.2,+,8,13,48,6.09,M7IIIe,
7244,,BD+29 3472,178003,86796,,19,5,47.1,+,29,55,18,6.31,M0III,
7245,,BD+00 4106,178065,124282,,19,7,9.1,+,0,38,30,6.56,B9III,
7246,,CD-2415041,178075,187718,,19,8,14.6,-,24,39,25,6.3,B9III,
7247,,BD+76  712,178089,9296,,18,57,57.2,+,77,3,3,6.54,F2V,
7248,18    Aql,BD+10 3787,178125,104488,3525,19,6,58.6,+,11,4,17,5.09,B8III,0.016
7249,,BD-19 5312,178175,162229,,19,8,16.7,-,19,17,24,5.54,B2Ve,
7250,,BD+24 3640,178187,86817,,19,6,38.4,+,24,15,3,5.77,A4III,
7251,51    Dra,BD+53 2178,178207,31371,,19,4,55.2,+,53,23,48,5.38,A0Vn,0.023
7252,,BD+49 2929,178208,48071,,19,5,9.9,+,49,55,24,6.43,K3III,
7253,,BD+28 3193,178233,86819,1498,19,6,37.7,+,28,37,43,5.55,F0III,0.025
7254,Alp CrA,CD-3813350,178253,210990,718,19,9,28.3,-,37,54,16,4.11,A2V,0.036
7255,,CD-4013074,178254,210994,,19,9,39.7,-,39,49,41,6.46,K0III,
7256,,CD-3613355,178299,210996,3528,19,9,36.4,-,36,9,53,6.56,A0IV,
7257,,CD-4213933,178322,229531,,19,9,57.8,-,41,53,33,5.88,B6V+F1IV,
7258,,BD+41 3232,178329,48084,3526,19,6,17,+,41,24,50,6.49,B3V,
7259,Bet CrA,CD-3913146,178345,211005,,19,10,1.7,-,39,20,27,4.11,K0II,0.016
7260,,BD+16 3752,178428,104511,,19,7,57.3,+,16,51,12,6.07,G5V,0.059
7261,17    Lyr,BD+32 3326,178449,67835,,19,7,25.6,+,32,30,6,5.23,F0V,0.017
7262,18Iot Lyr,BD+35 3485,178475,67834,719,19,7,18.1,+,36,6,1,5.28,B6IV,
7263,,BD+21 3672,178476,86843,,19,8,3.6,+,21,41,56,6.23,F3V,0.008
7264,41Pi  Sgr,BD-21 5275,178524,187756,720,19,9,45.8,-,21,1,25,2.89,F2II,0.026
7265,,BD-20 5415,178555,162260,,19,9,48.1,-,19,48,13,6.13,K1III,0.004
7266,19    Aql,BD+05 4040,178596,124318,3530,19,8,59.9,+,6,4,24,5.22,F0III-IV,0.032
7267,,BD+16 3758,178619,104524,3529,19,8,40.2,+,16,51,5,6.48,F5IV-V,0.018
7268,,CD-3913156,178628,211017,,19,11,1.8,-,39,0,18,6.36,B7IIIMn,
7269,,BD-00 3662,178744,143087,,19,9,51.6,-,0,25,41,6.34,B5Vn,
7270,,CD-2915804,178840,187786,,19,11,18.9,-,29,30,8,6.3,B9,
7271,,CD-5012377,178845,245976,,19,12,46.1,-,50,29,11,6.13,G8III,
7272,,BD+34 3439,178911,67879,,19,9,4.4,+,34,36,2,6.74,G1V,0.025
7273,,CD-3713090,178937,211037,,19,12,9.8,-,37,34,58,6.57,G2III,
7274,Tau Pav,CP-69 2962,179009,254508,,19,16,28.5,-,69,11,26,6.27,A6IV-V,
7275,,BD+52 2350,179094,31413,,19,8,25.8,+,52,25,32,5.81,K1IV,0.002
7276,,BD-21 5292,179201,187816,,19,12,28,-,21,39,29,6.41,gG8,
7277,,CD-2613936,179323,187835,3533,19,13,13.7,-,25,54,24,5.8,K1I,
7278,,CP-66 3417,179366,254515,,19,17,12,-,66,39,41,5.53,A5V+A8V,
7279,20    Aql,BD-08 4887,179406,143134,1500,19,12,40.7,-,7,56,22,5.34,B3V,
7280,,BD+26 3474,179422,86912,,19,11,30.9,+,26,44,9,6.36,F5V,
7281,,CD-4513054,179433,229573,,19,14,39.7,-,45,11,36,5.92,G8III,0.022
7282,,BD-12 5311,179497,162326,3534,19,13,15.5,-,12,16,57,5.51,gK4,
7283,19    Lyr,BD+31 3497,179527,67946,3532,19,11,46,+,31,17,0,5.98,B9pSi,
7284,,BD+40 3620,179583,48168,,19,11,23.1,+,40,25,45,6.18,A3V,
7285,,BD+16 3775,179588,104602,,19,12,34.4,+,16,50,47,6.73,B9IV,0.007
7286,,BD+21 3690,179648,86930,,19,12,36.7,+,21,33,16,5.93,A2Vn,
7287,21    Aql,BD+02 3824,179761,124408,3537,19,13,42.7,+,2,17,37,5.15,B8II-III,0.009
7288,,BD+05 4081,179791,124410,,19,13,44.1,+,5,30,57,6.49,A2Vp,
7289,,CD-4513072,179886,229584,,19,16,21.7,-,45,27,59,5.4,K3III,0.01
7290,55    Dra,BD+65 1326,179933,18187,3531,19,9,45.8,+,65,58,43,6.25,A0V,
7291,,CD-2415161,179949,187883,,19,15,33.2,-,24,10,45,6.25,F9V,0.023
7292,42Psi Sgr,CD-2513866,179950,187882,,19,15,32.4,-,25,15,24,4.85,G8:III+A8V,0.005
7293,,BD+49 2959,179957,48192,,19,12,4.6,+,49,51,15,6.75,G4V,0.044
7294,,BD+49 2959,179958,48193,,19,12,5,+,49,51,22,6.57,G4V,0.044
7295,53    Dra,BD+56 2209,180006,31468,3535,19,11,40.5,+,56,51,33,5.12,G8III,0.012
7296,,CD-3314076,180093,211117,,19,16,32.8,-,33,31,18,6.25,"G0Ipe(C1,0)",
7297,,CP-53 9513,180134,246017,,19,18,9.4,-,53,23,12,6.38,F7V,
7298,20Eta Lyr,BD+38 3490,180163,68010,,19,13,45.5,+,39,8,46,4.39,B2.5IV,0.002
7299,,BD+19 3956,180242,86981,,19,15,2.6,+,20,12,12,6,G8III,
7300,,BD+14 3846,180262,104655,,19,15,20.1,+,15,5,1,5.57,G8II-III,
7301,1    Sge,BD+20 4088,180317,86987,,19,15,17.4,+,21,13,56,5.64,A4V,
7302,,BD+30 3491,180450,68040,,19,15,24.8,+,30,31,35,5.85,M0III,
7303,22    Aql,BD+04 4045,180482,124455,,19,16,31,+,4,50,5,5.59,A3IV,0.016
7304,43    Sgr,BD-19 5379,180540,162413,722,19,17,38.1,-,18,57,11,4.96,G8II-III,0.006
7305,,BD+27 3313,180553,87005,,19,15,57,+,27,27,20,6.54,B8V,0.002
7306,1    Vul,BD+21 3713,180554,87010,3540,19,16,13,+,21,23,25,4.77,B4IV,0.017
7307,,BD+14 3852,180555,104668,,19,16,26.8,+,14,32,41,5.63,B9.5V,0.021
7308,,BD+27 3314,180583,87008,,19,15,59.4,+,27,55,37,6.16,F6Ib-II,
7309,54    Dra,BD+57 1968,180610,31497,,19,13,55.2,+,57,42,18,4.99,K2III,0.025
7310,57Del Dra,BD+67 1129,180711,18222,723,19,12,33.3,+,67,39,42,3.07,G9III,0.032
7311,,BD+49 2968,180756,48247,,19,15,19.3,+,50,4,15,6.27,G8III,
7312,59    Dra,BD+76  717,180777,9341,3536,19,9,9.8,+,76,33,38,5.13,A9V,0.049
7313,,BD+01 3960,180782,124478,,19,17,48.2,+,2,1,54,6.19,A1Vn,
7314,21The Lyr,BD+37 3398,180809,68065,724,19,16,22.1,+,38,8,1,4.36,K0+II,0.013
7315,25Ome1Aql,BD+11 3790,180868,104691,725,19,17,49,+,11,35,43,5.28,F0IV,0.014
7316,,CD-3513393,180885,211175,1501,19,19,40,-,35,25,17,5.59,B3V,
7317,,BD-15 5310,180928,162462,,19,19,0.1,-,15,32,11,6.06,K3III,0.041
7318,2    Vul,BD+22 3648,180968,87036,,19,17,43.6,+,23,1,32,5.43,B0.5IV,0.007
7319,23    Aql,BD+00 4168,180972,124487,,19,18,32.5,+,1,5,7,5.1,K2II-III,0.003
7320,,CP-68 3218,181019,254551,,19,24,5.4,-,68,22,16,6.34,K2III,
7321,24    Aql,BD+00 4170,181053,124492,,19,18,50.9,+,0,20,21,6.41,K0-IIIa:Ba0.4CH1,0.01
7322,,BD+46 2658,181096,48278,3541,19,16,51.4,+,46,59,57,6,F6IV:,0.018
7323,,CD-3215071,181109,211191,,19,20,26.2,-,31,49,4,6.58,M0III,
7324,,BD+30 3502,181119,68095,,19,18,0.8,+,31,1,20,6.68,A3V,
7325,,BD+09 4057,181122,124497,,19,18,52.7,+,9,37,5,6.32,G9III,
7326,,BD+19 3975,181182,104711,,19,18,48.5,+,19,36,38,6.58,B8III+K:,
7327,,BD-22 5063,181240,187992,,19,20,38.1,-,22,24,9,5.58,F0III:,
7328,1Kap Cyg,BD+53 2216,181276,31537,726,19,17,6.2,+,53,22,7,3.77,G9III,0.024
7329,Eta Tel,CP-54 9339,181296,246055,,19,22,51.1,-,54,25,25,5.05,A0Vn,0.02
7330,,CD-3513422,181321,211206,,19,21,29.9,-,34,59,2,6.48,G5V,
7331,28    Aql,BD+12 3879,181333,104722,,19,19,39.3,+,12,22,29,5.53,F0III,0.004
7332,29Ome2Aql,BD+11 3802,181383,104728,,19,19,53,+,11,32,6,6.02,A2V,0.001
7333,26    Aql,BD-05 4936,181391,143286,3544,19,20,32.9,-,5,24,57,5.01,G8III-IV,0.03
7334,,CD-4214133,181401,229643,,19,22,9.6,-,42,0,58,6.34,K1III,
7335,,BD+33 3409,181409,68125,,19,19,3.8,+,33,23,20,6.6,B2IVe,
7336,27    Aql,BD-01 3716,181440,143292,,19,20,35.7,-,0,53,32,5.49,B9III,0.008
7337,Bet1Sgr,CD-4413277,181454,229646,1502,19,22,38.3,-,44,27,32,4.01,B9V,
7338,,BD+37 3413,181470,68129,,19,19,1.2,+,37,26,43,6.22,A0III,
7339,,BD-19 5412,181558,162511,,19,21,37.1,-,19,14,3,6.26,B5V,
7340,44Rho1Sgr,BD-18 5322,181577,162512,,19,21,40.4,-,17,50,50,3.93,F0IV-V,0.042
7341,,BD+49 2977,181597,48315,,19,18,37.7,+,49,34,11,6.31,K1III,0.003
7342,46Ups Sgr,BD-16 5283,181615,162518,727,19,21,43.6,-,15,57,18,4.61,B2Vpe+A2IaShell,
7343,Bet2Sgr,CD-4513171,181623,229654,,19,23,13.2,-,44,47,59,4.29,F2III,0.03
7344,45Rho2Sgr,BD-18 5325,181645,162521,,19,21,50.9,-,18,18,30,5.87,gG9,
7345,,BD+37 3417,181655,68144,,19,19,38.9,+,37,19,50,6.31,G8V,0.038
7346,,BD+34 3503,181828,68164,3545,19,20,33.1,+,35,11,10,6.31,B9V,
7347,,BD-08 4950,181858,143321,,19,22,20.7,-,8,12,4,6.31,B3IVp,
7348,Alp Sgr,CD-4013245,181869,229659,728,19,23,53.2,-,40,36,58,3.97,B8V,
7349,,BD-00 3725,181907,143324,3546,19,22,21.5,-,0,15,9,5.83,gG8,
7350,,CD-4313352,181925,229660,,19,24,21.4,-,43,43,23,6.17,M1-2III,
7351,,BD+54 2123,181960,31574,,19,19,36.5,+,54,22,34,6.26,A1V,
7352,60Tau Dra,BD+73  857,181984,9366,729,19,15,33,+,73,21,20,4.45,K2+IIIbCN1Fe1,0.015
7353,,BD-07 4942,182038,143340,,19,23,4.6,-,7,24,1,6.32,K0,
7354,,BD+09 4081,182101,124564,3548,19,22,48.4,+,9,54,47,6.35,F6V,
7355,,CD-2815767,182180,188079,,19,24,30.1,-,27,51,56,6.04,B2Vn,
7356,,BD+57 1986,182190,31587,,19,20,16.1,+,57,38,43,5.91,M1IIIab,
7357,,BD+14 3896,182239,104779,,19,23,8.2,+,14,55,16,6.64,F1V,
7358,3    Vul,BD+25 3811,182255,87136,,19,22,50.9,+,26,15,45,5.18,B6III,
7359,,BD+33 3434,182272,68215,,19,22,33.4,+,33,31,5,6.06,K0III,
7360,,CD-2916104,182286,188093,,19,25,4.1,-,29,18,33,5.93,K3III,
7361,,BD+64 1344,182308,18287,,19,19,46.1,+,64,23,27,6.52,B9IVpHgMn,
7362,47Chi1Sgr,CD-2415303,182369,188101,,19,25,16.5,-,24,30,31,5.03,Am,0.035
7363,49Chi3Sgr,CD-2415307,182416,188105,,19,25,29.7,-,23,57,44,5.43,K4III,
7364,,BD+19 4000,182422,87148,,19,23,46.9,+,20,15,52,6.4,B9.5V,
7365,,BD+57 1993,182440,31604,,19,21,25.4,+,57,46,1,6.43,K2,
7366,,BD-05 4964,182475,143373,,19,25,1.6,-,4,53,3,6.52,A9V,
7367,,BD-14 5428,182477,162595,3552,19,25,21.6,-,13,53,49,5.69,K3III,
7368,,BD+32 3411,182488,68239,,19,23,34,+,33,13,20,6.37,G8V,0.057
7369,2    Sge,BD+16 3839,182490,104797,,19,24,22.1,+,16,56,16,6.25,A2III-IV,
7370,,CP-54 9371,182509,246110,1504,19,27,48.1,-,54,19,31,5.69,K4III,
7371,58Pi  Dra,BD+65 1345,182564,18299,3547,19,20,40.1,+,65,42,53,4.59,A2III s,0.02
7372,2    Cyg,BD+29 3584,182568,87159,3550,19,24,7.6,+,29,37,17,4.97,B3IV,
7373,31    Aql,BD+11 3833,182572,104807,1503,19,24,58.2,+,11,56,40,5.16,G8IVHdel 1,0.059
7374,,BD+27 3379,182618,87165,,19,24,22.4,+,28,5,16,6.53,B5V,
7375,50    Sgr,BD-22 5105,182629,188121,3553,19,26,19.2,-,21,46,36,5.59,K3III,
7376,,BD+36 3539,182635,68258,,19,24,6.1,+,36,27,7,6.36,K1III,
7377,30Del Aql,BD+02 3879,182640,124603,730,19,25,29.9,+,3,6,53,3.36,F3IV,0.072
7378,,BD-15 5348,182645,162609,,19,26,11.1,-,15,3,11,5.72,B8Vn,
7379,,BD-14 5435,182678,162615,,19,26,24.6,-,14,33,4,6.7,A1V,
7380,,CD-2916140,182681,188127,731,19,26,56.5,-,29,44,36,5.67,B9V,
7381,,BD+49 2994,182691,31623,3549,19,23,23.8,+,50,16,17,6.51,B9III,
7382,,BD+43 3229,182694,48401,,19,23,56.5,+,43,23,17,5.84,G7III-IIIa,
7383,,CP-68 3251,182709,254590,3557,19,31,10.9,-,68,26,2,5.96,K4-5III,
7384,,BD+19 4009,182761,87186,,19,25,22.4,+,20,16,17,6.31,A0V,
7385,4    Vul,BD+19 4010,182762,104818,,19,25,28.6,+,19,47,55,5.16,K0III,0.026
7386,,BD+24 3737,182807,87190,,19,25,25.8,+,24,54,46,6.19,F7V,0.027
7387,32Nu  Aql,BD+00 4206,182835,124628,,19,26,31.1,+,0,20,19,4.66,F2Ib,-0.008
7388,,CP-55 9096,182893,246125,,19,29,52.6,-,55,26,29,6.13,K0-1III,
7389,,BD+12 3907,182900,104832,,19,26,24.1,+,13,1,26,5.74,F6III,0.032
7390,5    Vul,BD+19 4015,182919,104831,,19,26,13.2,+,20,5,52,5.63,A0V,
7391,,BD+19 4017,182955,104839,1505,19,26,28.7,+,19,53,29,5.81,M0III,
7392,,CD-4313395,183007,229712,,19,29,23.9,-,43,26,45,5.71,Am,0.013
7393,Mu  Tel,CP-55 9100,183028,246131,,19,30,34.5,-,55,6,36,6.3,F5V,
7394,Lam UMi,BD+88  112,183030,3020,914,17,16,56.8,+,89,2,16,6.38,M1III,
7395,4    Cyg,BD+36 3557,183056,68301,3554,19,26,9.1,+,36,19,4,5.15,B9pSi,-0.007
7396,,BD+13 4020,183144,104862,3555,19,27,33.9,+,14,16,57,6.32,B4III,
7397,,BD+02 3892,183227,124661,,19,28,20.8,+,2,55,49,5.85,B6III,
7398,,CD-2714004,183275,188192,,19,29,52.2,-,26,59,8,5.52,K3III,0.045
7399,,CD-3215233,183312,211315,,19,30,14.7,-,32,5,32,6.6,F3IV-V,
7400,35    Aql,BD+01 4010,183324,124675,,19,29,1,+,1,57,1,5.8,A0IVp,
7401,,BD+57 1999,183339,31652,1507,19,25,46.7,+,58,1,38,6.6,B8IVHe wk,
7402,,BD-07 4968,183344,143454,,19,29,21.5,-,7,2,38,6.61,F7-G1I-II,0.013
7403,,BD+37 3465,183362,68346,,19,27,36.5,+,37,56,28,6.34,B3Ve,
7404,,BD-00 3760,183387,124681,,19,29,18,+,0,14,46,6.25,K2,
7405,6Alp Vul,BD+24 3759,183439,87261,1508,19,28,42.3,+,24,39,54,4.44,M0III,0.014
7406,8    Vul,BD+24 3761,183491,87267,,19,28,57,+,24,46,7,5.81,K0III,0.004
7407,,BD+14 3936,183492,104896,,19,29,22.1,+,14,35,45,5.56,K0III,
7408,7Iot1Cyg,BD+52 2434,183534,31673,,19,27,25.9,+,52,19,14,5.75,A1V,
7409,7    Vul,BD+19 4039,183537,87269,,19,29,20.9,+,20,16,47,6.33,B5Vn,
7410,,BD-21 5410,183545,188219,,19,30,54,-,21,18,44,6.13,A2,
7411,,CP-53 9585,183552,246151,,19,32,53.8,-,53,11,9,5.75,FmDel Del,
