HR,Name,DM,HD,SAO,FK5,RAh,RAm,RAs,DE-,DEd,DEm,DEs,Vmag,SpType,Parallax
6838,,BD-17 5112,167720,161260,3454,18,17,11.6,-,17,22,26,5.75,K4II-III,
6839,,CD-4213101,167756,228895,,18,18,40,-,42,17,18,6.3,B0.5Ia,
6840,,BD-03 4263,167768,142189,,18,16,53.1,-,3,0,26,6,G3III,0.005
6841,,BD-18 4886,167771,161267,,18,17,28.5,-,18,27,48,6.54,O7III:(n)((f)),
6842,,CD-2712684,167818,186612,,18,18,3.2,-,27,2,33,4.65,K3II,0.033
6843,,BD-09 4678,167833,142192,1475,18,17,24.2,-,9,45,31,6.31,A8V,
6844,,BD+00 3907,167858,123320,,18,17,4.8,+,1,0,21,6.63,F2V,
6845,,BD+42 3035,167965,47342,684,18,15,38.8,+,42,9,34,5.59,B7IV,
6846,,CD-2512995,167979,186629,,18,18,41.7,-,25,36,17,6.51,gK1,
6847,,BD+45 2684,168009,47343,,18,15,32.6,+,45,12,34,6.29,G2V,0.044
6848,,BD-18 4896,168021,161304,,18,18,43.3,-,18,37,10,6.84,B0Ib,0.02
6849,,BD+56 2080,168092,30836,,18,14,41.1,+,56,35,18,6.37,F1V,
6850,36    Dra,BD+64 1252,168151,17828,685,18,13,53.8,+,64,23,50,5.03,F5V,0.047
6851,,BD+13 3593,168199,103578,3456,18,18,2.9,+,13,46,37,6.3,B5V,
6852,,BD+18 3623,168270,103581,,18,18,7.7,+,18,7,53,5.99,B9V,
6853,,BD+40 3332,168322,47359,,18,17,6.8,+,40,56,12,6.11,G8.5IIIbFe-1CH0.5,0.01
6854,,BD+23 3299,168323,85906,,18,18,7.7,+,23,17,48,6.63,K5,
6855,Xi  Pav,CP-61 6140,168339,254226,686,18,23,13.6,-,61,29,38,4.36,K4III,0.016
6856,,CD-3712457,168357,210017,,18,20,55.3,-,37,29,15,6.45,K2II,
6857,,BD+07 3629,168387,123353,,18,19,9.5,+,7,15,35,5.39,K2III-IV,
6858,,BD-15 4927,168415,161348,,18,20,8.8,-,15,49,54,5.39,K4III,
6859,19Del Sgr,CD-2914834,168454,186681,687,18,20,59.7,-,29,49,41,2.7,K3-IIIa*,0.047
6860,105    Her,BD+24 3381,168532,85921,3457,18,19,10.7,+,24,26,46,5.27,K3III:Ba0.4,-0.002
6861,,CD-2414219,168574,186699,,18,21,31.4,-,24,54,54,6.25,M5III,
6862,,CD-3812729,168592,210048,,18,22,18.6,-,38,39,25,5.1,K4-5III,0.011
6863,,BD-18 4926,168608,161376,,18,21,23.1,-,18,51,36,5.75,F8I,-0.006
6864,,CD-2814495,168646,186704,,18,22,0.2,-,28,25,48,6.16,A3III,
6865,37    Dra,BD+68  984,168653,17837,3455,18,15,17,+,68,45,21,5.95,gK1,-0.002
6866,74    Oph,BD+03 3680,168656,123377,1476,18,20,52.1,+,3,22,38,4.86,G8III,0.019
6867,,BD+29 3236,168694,85933,,18,19,52.1,+,29,39,58,5.99,gK4,
6868,106    Her,BD+21 3390,168720,85941,,18,20,17.9,+,21,57,41,4.95,M1III,0.016
6869,58Eta Ser,BD-02 4599,168723,142241,688,18,21,18.6,-,2,53,56,3.26,K0III-IV,0.058
6870,,CD-3612524,168733,210061,,18,22,53.1,-,36,40,10,5.34,Ap,
6871,,CP-63 4406,168740,254237,,18,25,31.5,-,63,1,17,6.14,A3V,
6872,1Kap Lyr,BD+36 3094,168775,66869,1477,18,19,51.7,+,36,3,52,4.33,K2IIIabCN0.5,0.011
6873,,BD+05 3704,168797,123385,,18,21,28.5,+,5,26,9,6.13,B3Ve,
6874,,CD-3612537,168838,210075,,18,23,28.9,-,36,14,18,5.55,K0III,
6875,,CD-4412569,168905,228982,3461,18,24,18.2,-,44,6,37,5.25,B2.5Vn,
6876,108    Her,BD+29 3241,168913,85956,,18,20,57.1,+,29,51,32,5.63,A5m,0.013
6877,107    Her,BD+28 2981,168914,85957,,18,21,1,+,28,52,12,5.12,A7V,0.021
6878,,BD-10 4673,169009,161412,,18,23,2.2,-,10,13,7,6.33,B9.5V,
6879,20Eps Sgr,CD-3412784,169022,210091,689,18,24,10.3,-,34,23,5,1.85,B9.5III,0.023
6880,,BD+51 2357,169028,30897,,18,19,56.1,+,51,20,52,6.3,gK1,0.037
6881,,BD-12 5024,169033,161415,3459,18,23,12.2,-,12,0,53,5.73,B8IV-Ve,
6882,,BD+23 3316,169110,85975,,18,22,8.7,+,23,17,7,5.41,M0IIIab,
6883,,BD+11 3442,169111,103648,,18,22,35.3,+,12,1,44,5.89,A2V,
6884,Zet Sct,BD-09 4712,169156,142267,,18,23,39.5,-,8,56,3,4.68,G9-IIIbFe-0.5,0.015
6885,,BD+17 3555,169191,103655,3460,18,22,49,+,17,49,36,5.25,K3III,0.023
6886,,BD+49 2776,169221,47411,,18,21,7.1,+,49,43,32,6.4,K1III,
6887,,BD+16 3478,169223,103660,,18,23,2.9,+,16,41,17,6.22,K0,
6888,18    Sgr,CD-3015661,169233,210116,,18,25,1.5,-,30,45,24,5.6,K0III-IV,
6889,,CD-3612589,169236,210119,,18,25,21.7,-,35,59,30,6.15,K0III,
6890,,BD-03 4277,169268,142274,,18,24,3.5,-,3,35,0,6.38,F6III-IV,
6891,,BD+49 2782,169305,47417,3458,18,21,32.7,+,49,7,18,5.05,M2IIIab,0
6892,,BD-07 4598,169370,142288,,18,24,42.1,-,7,4,31,6.31,K0,
6893,,CD-3412802,169398,210135,,18,25,54.6,-,33,56,43,6.3,B5IV,
6894,,CD-4812505,169405,229021,,18,26,53.9,-,48,7,1,5.46,K0-1III+F-G,0.026
6895,109    Her,BD+21 3411,169414,86003,690,18,23,41.9,+,21,46,11,3.84,K2.5IIIab,0.025
6896,21    Sgr,BD-20 5134,169420,186794,,18,25,21,-,20,32,30,4.81,K2II,0.013
6897,Alp Tel,CD-4612379,169467,229023,691,18,26,58.4,-,45,58,6,3.51,B3IV,
6898,,BD-01 3486,169493,142294,,18,24,57,-,1,34,46,6.15,F6III+A9III,0.011
6899,,CP-74 1682,169570,257601,3466,18,32,55.3,-,73,57,56,5.89,K0III,
6900,,BD+05 3730,169578,123453,,18,25,8.8,+,5,5,5,6.74,B9V,
6901,,BD+38 3160,169646,66936,,18,23,57.4,+,38,44,21,6.36,K4III,
6902,,BD+07 3682,169689,123462,1478,18,25,38.8,+,8,1,55,5.65,G8III-IV+A0V,
6903,2Mu  Lyr,BD+39 3410,169702,66943,3463,18,24,13.8,+,39,30,26,5.12,A3IVn,0.004
6904,,BD+27 3016,169718,86019,,18,24,58.5,+,27,23,43,6.27,A0V+A4V,0.004
6905,Zet Tel,CD-4912153,169767,229047,,18,28,49.9,-,49,4,15,4.13,G8-K0III,0.027
6906,,BD+14 3533,169820,103709,,18,25,55.4,+,14,58,0,6.37,B9V,
6907,,CD-2914965,169830,186838,,18,27,49.5,-,29,48,59,5.92,F9V,
6908,,CP-57 9063,169836,245510,3464,18,29,56.7,-,57,31,23,5.76,K0III,
6909,,CD-2613184,169851,186837,,18,27,43.8,-,26,38,5,6.31,A8V+F2V,0.009
6910,,CD-3912626,169853,210197,,18,28,27.1,-,38,59,44,5.64,A2mA2-F0,
6911,,BD+53 2079,169885,30943,,18,23,47.8,+,53,18,3,6.32,A3m,
6912,,CP-81  813,169904,258804,,18,42,14.1,-,81,48,28,6.27,B8V,
6913,22Lam Sgr,CD-2513149,169916,186841,692,18,27,58.2,-,25,25,18,2.81,K1+IIIb,0.053
6914,,CD-2613192,169938,186843,,18,28,6.2,-,26,45,26,6.27,A3/4V,
6915,,CD-4312564,169943,229056,,18,29,12.9,-,43,50,45,6.36,G8III,
6916,Nu  Pav,CP-62 5879,169978,254273,,18,31,22.4,-,62,16,42,4.64,B7-8III,
6917,,BD+29 3259,169981,86043,1479,18,25,58.8,+,29,49,44,5.83,A2IV,
6918,59    Ser,BD+00 3936,169985,123497,,18,27,12.5,+,0,11,46,5.21,G0III+A6V,0.016
6919,,BD-17 5203,169990,161493,,18,27,56.5,-,17,48,0,6.2,B8V,
6920,43Phi Dra,BD+71  889,170000,9084,,18,20,45.5,+,71,20,16,4.22,A0pSi:,0.012
6921,,CD-3812824,170040,210213,,18,29,16.8,-,38,51,4,6.63,B8,
6922,,CD-4712319,170069,229064,,18,29,55.8,-,47,13,13,5.7,K2III,
6923,39    Dra,BD+58 1809,170073,30949,,18,23,54.5,+,58,48,2,4.98,A1V,0.035
6924,,BD+26 3259,170111,86060,,18,26,40.9,+,26,26,58,6.53,B3V,
6925,,BD+03 3716,170137,123513,,18,27,50.3,+,3,44,55,6.07,K3III,
6926,,CD-2613206,170141,186863,,18,28,57.4,-,26,34,54,6.5,A3III,
6927,44Chi Dra,BD+72  839,170153,9087,695,18,21,3.4,+,72,43,58,3.57,F7V,0.12
6928,,BD+06 3790,170200,123516,,18,27,58.8,+,6,11,39,5.73,B8III-IV,
6929,,CD-2513170,170235,186873,,18,29,22,-,25,15,23,6.59,B2IVpe,
6930,Gam Sct,BD-14 5071,170296,161520,696,18,29,11.9,-,14,33,57,4.7,A3Vn,0.025
6931,,CD-4112871,170384,229080,,18,31,3,-,41,54,49,6.04,A3V,
6932,,BD-14 5077,170397,161528,,18,29,46.8,-,14,34,54,5.96,B9pSiCr,
6933,,BD-18 4982,170433,161540,,18,30,11.9,-,18,43,44,5.66,gK0,0.011
6934,Del1Tel,CD-4512550,170465,229092,,18,31,45.4,-,45,54,54,4.96,B6IV,
6935,60    Ser,BD-02 4641,170474,142348,1480,18,29,41,-,1,59,7,5.39,K0III,0.013
6936,,CD-3313281,170479,210257,,18,31,4.8,-,32,59,21,5.34,A3m,0.023
6937,,CD-4312600,170521,229094,,18,31,56.2,-,43,30,28,5.72,K2III,
6938,Del2Tel,CD-4512556,170523,229095,,18,32,2,-,45,45,26,5.07,B3III,
6939,,CP-58 7418,170525,245547,,18,33,29.5,-,58,42,33,6.44,G5IV,
6940,,BD-05 4675,170547,142353,3468,18,30,14.3,-,5,43,27,6.28,G8II-III,
6941,,BD+03 3727,170580,123571,3469,18,30,5.1,+,4,3,55,6.69,B2V,
6942,,CD-3912696,170642,210277,,18,32,21.4,-,39,42,14,5.16,A3Vn,0.022
6943,,BD+23 3347,170650,86115,,18,29,35.7,+,23,51,58,5.9,B6IV,
6944,,BD-18 4988,170680,161564,,18,31,26.3,-,18,24,10,5.14,A0Vp,0.017
6945,42    Dra,BD+65 1271,170693,17888,3465,18,25,59.1,+,65,33,49,4.82,K1.5IIIFe-0.5,0.021
6946,,BD-10 4713,170740,161569,,18,31,25.7,-,10,47,45,5.72,B2V,
6947,,BD-19 5047,170764,161571,,18,31,53.3,-,19,7,30,6.68,G1.5Ib,
6948,,CD-3912704,170773,210286,3470,18,33,0.9,-,39,53,32,6.22,F5IV,
6949,,BD+59 1899,170811,30990,,18,27,42.3,+,59,32,57,6.43,K0IV,
6950,,BD+20 3821,170829,86142,,18,30,41.6,+,20,48,55,6.5,G8IV,0.029
6951,The CrA,CD-4213378,170845,229111,697,18,33,30.2,-,42,18,45,4.64,G8III,-0.001
6952,Kap1CrA,CD-3812896,170868,210296,,18,33,23.3,-,38,43,13,6.32,A0III,
6953,Kap2CrA,CD-3812895,170867,210295,,18,33,23.1,-,38,43,34,5.65,B9V,
6954,,CP-5211158,170873,245559,,18,34,31.2,-,52,53,31,6.22,K2III,
6955,,BD+16 3529,170878,103800,1481,18,31,4.4,+,16,55,43,5.77,A2V,
6956,,BD-14 5098,170902,161580,,18,32,20.8,-,14,38,39,6.37,A4V,
6957,61    Ser,BD-01 3504,170920,142372,,18,31,57,-,1,0,11,5.94,A4III,
6958,,BD+03 3737,170973,123610,,18,32,7,+,3,39,35,6.43,A0pSiCr,
6959,,BD-14 5099,170975,161587,,18,32,43.3,-,14,51,56,5.5,K3Ib-IICN1,
6960,,CD-3313338,171034,210312,3471,18,33,57.8,-,33,1,0,5.28,B2IV-V,
6961,24    Sgr,CD-2414472,171115,186981,,18,33,53.5,-,24,1,57,5.49,K4Ib,
6962,,BD-14 5106,171130,161605,,18,33,39,-,14,51,13,5.76,A2V,
6963,,BD-06 4791,171149,142386,,18,33,22.9,-,5,54,41,6.36,A0Vn,
6964,,CP-83  663,171161,258810,3992,18,51,57.9,-,83,18,59,7.16,K1IIICNII:,
6965,25    Sgr,CD-2414479,171237,186995,,18,34,32.8,-,24,13,21,6.51,F3II-III,
6966,,BD+23 3363,171245,86175,3472,18,32,46.2,+,23,37,1,5.84,gK5,
6967,,BD+08 3741,171247,123634,,18,33,23.3,+,8,16,6,6.42,B8IIIpSiSr:,
6968,,BD+30 3223,171301,67090,,18,32,49.9,+,30,33,15,5.48,B8IV,0.009
6969,,BD-20 5189,171369,187012,,18,35,21.3,-,20,50,27,6.48,F0IV,
6970,,BD-11 4681,171391,161632,3477,18,35,2.4,-,10,58,38,5.14,G8III,0.012
6971,,BD+30 3227,171406,67102,,18,33,23.1,+,30,53,33,6.59,B4Ve,
6972,,CD-2915123,171416,187024,3478,18,35,59.7,-,29,41,57,6.37,K1III,
6973,Alp Sct,BD-08 4638,171443,142408,1482,18,35,12.4,-,8,14,39,3.85,K3-III-IIIb,0.016
6974,,BD+52 2232,171461,31032,3474,18,32,11.4,+,52,6,56,6.56,B9.5V,
6975,,BD+20 3847,171487,86203,3476,18,34,19.6,+,20,27,59,6.57,A3V,
6976,,BD+10 3573,171505,103867,,18,34,47.5,+,10,53,30,6.4,A1V,
6977,,BD+18 3740,171623,103879,,18,35,12.6,+,18,12,12,5.78,A0Vn,
6978,45    Dra,BD+56 2113,171635,31039,3475,18,32,34.5,+,57,2,44,4.77,F7Ib,0.013
6979,,BD+65 1276,171653,17912,,18,31,14.8,+,65,26,10,6.59,A8m,
6980,,BD+23 3385,171745,86224,,18,35,30.4,+,23,36,20,5.61,G9III+G7III,0.006
6981,,BD+16 3560,171746,103886,,18,35,53.2,+,16,58,32,6.21,G2V+G2V,0.02
6982,Zet Pav,CP-71 2353,171759,257620,698,18,43,2.1,-,71,25,41,4.01,K0III,0.035
6983,,BD+52 2238,171779,31051,,18,33,56.7,+,52,21,13,5.36,K0III,0.004
6984,,BD+34 3245,171780,67134,,18,35,13.5,+,34,27,28,6.1,B5Vne,-0.021
6985,,BD+09 3783,171802,123690,1484,18,36,27.8,+,9,7,21,5.39,F5III,0.033
6986,,CD-4812644,171819,229165,3482,18,39,14.3,-,47,54,35,5.86,A7IV-V,
6987,,BD+06 3855,171834,123693,,18,36,39.1,+,6,40,19,5.45,F3V,0.032
6988,,BD-21 5076,171856,187071,1485,18,37,54.4,-,21,23,52,5.94,A8IIIn,
6989,,BD-14 5139,171957,161687,,18,38,4.6,-,14,0,17,6.47,B9IV,
6990,,CD-2314572,171961,187080,,18,38,30.7,-,23,30,18,5.81,B8III,
6991,,CD-4312699,171967,229172,,18,39,35,-,43,11,10,5.37,M2III,0.004
6992,,BD+11 3530,171975,103912,,18,37,12.6,+,11,25,18,6.42,B9V,
6993,,BD-00 3521,171978,142444,3480,18,37,36,-,0,18,34,5.75,A1V+A1V,
6994,,CP-77 1314,171990,257625,,18,47,49.4,-,77,52,2,6.39,F8V,
6995,,BD+16 3563,171994,103913,,18,37,9,+,16,11,54,6.29,G8IV,
6996,,CP-64 3942,172021,254343,,18,42,22.5,-,64,38,35,6.37,A5V,
6997,,BD+33 3154,172044,67164,,18,36,37.2,+,33,28,8,5.42,B8II-IIIpHg,0.007
6998,,BD-21 5081,172051,187086,,18,38,53.4,-,21,3,7,5.86,G4V,0.072
6999,,BD-03 4331,172088,142461,,18,38,23.7,-,3,11,37,6.49,F9IV,0.027
7000,,BD-01 3529,172103,142460,,18,38,19.1,-,1,6,48,6.66,F1IV-V,
7001,3Alp Lyr,BD+38 3238,172167,67174,699,18,36,56.3,+,38,47,1,0.03,A0Va,0.123
7002,,BD+08 3780,172171,123744,,18,38,21,+,8,50,2,6.4,M6IIIe+K1III,0.011
7003,,BD+43 3027,172187,47644,3481,18,36,45.6,+,43,13,19,6.2,F0V,
7004,,CP-64 3943,172211,254353,,18,43,37.2,-,64,33,4,5.78,K0III,
7005,,CD-4812668,172223,229194,,18,41,30.6,-,48,5,42,6.49,K2III-IVCNII,
7006,,BD+77  699,172340,9151,700,18,29,44.9,+,77,32,49,5.64,gK4,0.014
7007,,BD-07 4648,172348,142480,,18,40,0.5,-,7,47,26,5.84,K4III,
7008,,BD+05 3891,172365,123778,3485,18,39,36.9,+,5,15,51,6.38,F8Ib-II,
7009,,BD+39 3476,172380,67193,,18,38,6.5,+,39,40,5,6.04,M4.5-M5+II,
7010,,BD+07 3798,172424,123782,,18,39,51.6,+,7,21,30,6.28,G8III,
7011,26    Sgr,CD-2314625,172546,187146,3486,18,41,51.6,-,23,50,0,6.23,Am,
7012,,CP-64 3948,172555,254358,3489,18,45,26.9,-,64,52,17,4.79,A5IV-V,0.035
7013,,BD+65 1283,172569,17947,701,18,36,13.3,+,65,29,19,6.06,F0V,0.009
7014,,BD-14 5156,172594,161730,,18,41,42.5,-,14,33,51,6.42,F2Ib,
7015,,CP-61 6229,172630,254359,,18,45,11.5,-,61,5,42,6.04,K3III,
7016,,BD+30 3262,172631,67226,,18,40,2,+,30,50,58,6.36,K0,
7017,,BD+40 3446,172671,47676,,18,39,33.1,+,40,56,6,6.25,B9V,
7018,,BD+62 1637,172728,17958,3484,18,37,33.5,+,62,31,36,5.74,A0V,
7019,,BD+38 3254,172741,67233,,18,40,12.2,+,38,22,2,6.45,A6m,
7020,Del Sct,BD-09 4796,172748,142515,1486,18,42,16.4,-,9,3,9,4.72,F2IIIpDel Del,0.025
7021,Lam CrA,CD-3813036,172777,210501,,18,43,46.9,-,38,19,25,5.13,A2Vn,0.024
7022,,CP-57 9180,172781,245681,,18,45,23.7,-,56,52,54,6.22,K3III,
7023,,BD-19 5134,172816,161754,,18,42,55.2,-,19,17,2,6.35,M4III,
7024,,BD-07 4670,172831,142525,,18,42,36.1,-,7,4,24,6.15,K0-1III,
7025,,BD+83  536,172864,3056,1646,18,24,9.2,+,83,10,31,6.17,A2V,
7026,,CD-3612946,172875,210507,,18,44,7.7,-,36,43,7,6.32,K0III,
7027,,CP-73 1939,172881,257630,,18,49,43.5,-,72,59,41,6.06,B9.5IV-V,
7028,,BD+52 2263,172883,31093,,18,39,52.8,+,52,11,46,6,A0p:Hg:,
7029,,CD-3512876,172910,210509,3490,18,44,19.4,-,35,38,31,4.87,B2.5V,
7030,,BD+31 3332,172958,67256,3487,18,41,41.3,+,31,37,4,6.41,B8V,
7031,,CD-3912864,172991,210518,,18,44,57.2,-,39,41,11,5.43,K3II+B7,0.012
7032,Eps Sct,BD-08 4686,173009,142546,702,18,43,31.3,-,8,16,31,4.9,G8IIb,0.016
7033,,BD+34 3285,173087,67265,,18,42,8.1,+,34,44,48,6.47,B5V,
7034,,BD-06 4859,173093,142557,,18,43,51.4,-,6,49,7,6.31,F7V,
7035,,CD-2513394,173117,187216,,18,44,49.6,-,25,0,40,5.83,B5:V,
7036,The Pav,CP-65 3754,173168,254374,,18,48,37.8,-,65,4,40,5.73,A8V,
7037,,CD-5012135,173263,245702,,18,46,59.1,-,50,5,40,6.54,F0V,
7038,,BD-21 5131,173282,187234,,18,45,18.7,-,21,0,5,6.36,F5V,
7039,27Phi Sgr,CD-2713170,173300,187239,1487,18,45,39.4,-,26,59,27,3.17,B8III,
7040,4    Aql,BD+01 3766,173370,123879,,18,44,49.9,+,2,3,36,5.02,B9V,0.005
7041,,BD+39 3505,173383,67287,,18,43,16.7,+,39,18,1,6.45,K5,
7042,,BD+62 1641,173398,17975,,18,40,56.3,+,62,44,59,6.09,K0III,
7043,,BD+36 3246,173416,67292,,18,43,36.1,+,36,33,24,6.01,G8,
7044,,BD+31 3348,173417,67293,,18,43,51.6,+,31,55,36,5.7,F1III-IV,0.026
7045,,BD-19 5154,173425,161803,,18,46,1.2,-,19,36,23,6.42,M4III,
7046,28    Sgr,BD-22 4854,173460,187255,,18,46,20.6,-,22,23,32,5.37,K4III,
7047,,BD+23 3439,173494,86393,,18,44,40.2,+,23,35,23,6.31,F6V,0.019
7048,,BD+05 3941,173495,123886,,18,45,28.4,+,5,29,59,5.83,A1V+A1V,0.006
7049,46    Dra,BD+55 2107,173524,31119,3491,18,42,37.9,+,55,32,22,5.04,B9.5pHg:,0.011
7050,Mu  CrA,CD-4012807,173540,229285,3492,18,47,44.6,-,40,24,22,5.24,G5-6III,0.023
7051,4Eps1Lyr,BD+39 3509,173582,67310,,18,44,20.4,+,39,40,12,5.06,A4V,0.021
7052,4Eps1Lyr,BD+39 3509,173583,67309,,18,44,20.3,+,39,40,16,6.02,F1V,0.021
7053,5Eps2Lyr,BD+39 3510,173607,67315,,18,44,22.9,+,39,36,47,5.14,A8Vn,0.021
7054,5Eps2Lyr,BD+39 3510,173608,,,18,44,22.9,+,39,36,46,5.37,F0Vn,0.021
7055,,BD-10 4797,173638,161817,,18,46,43.3,-,10,7,30,5.71,F2Ib-II,
7056,6Zet1Lyr,BD+37 3222,173648,67321,,18,44,46.4,+,37,36,18,4.36,A4m,0.031
7057,7Zet2Lyr,BD+37 3223,173649,67324,,18,44,48.2,+,37,35,40,5.73,F0IV,0.031
7058,,BD+21 3550,173650,86405,,18,45,35.7,+,21,59,6,6.51,B9pSiCr:,
7059,5    Aql,BD-01 3559,173654,142606,,18,46,28.5,-,0,57,42,5.9,A2Vm,0.009
7060,,BD+53 2126,173664,31133,,18,43,29,+,53,52,19,6.11,A2IV,
7061,110    Her,BD+20 3926,173667,86406,703,18,45,39.7,+,20,32,47,4.19,F6V,0.052
7062,Eta1CrA,CD-4312841,173715,229299,1490,18,48,50.5,-,43,40,48,5.49,A3V,
7063,Bet Sct,BD-04 4582,173764,142618,1489,18,47,10.5,-,4,44,52,4.22,G4IIa,0.019
7064,,BD+26 3349,173780,86418,1488,18,46,4.5,+,26,39,44,4.83,K3III,0.023
7065,,CD-4512779,173791,229306,3495,18,49,27.4,-,45,48,37,5.81,G8III,
7066,,BD-05 4760,173819,142620,,18,47,29,-,5,42,18,5.2,K0Ibp,0.001
7067,,BD+18 3817,173833,104087,,18,46,41.4,+,18,42,21,6.17,K5,
7068,Eta2CrA,CD-4312854,173861,229307,,18,49,35,-,43,26,2,5.61,B9IV,
7069,111    Her,BD+18 3823,173880,104093,1491,18,47,1.3,+,18,10,53,4.36,A5III,0.032
7070,,CD-3413128,173902,210600,,18,49,17.2,-,34,44,55,6.62,K1IVCNIII,
7071,,BD+54 2034,173920,31151,,18,44,55.4,+,54,53,48,6.23,G5III,
7072,,BD-18 5079,173928,161848,,18,48,45.3,-,18,36,5,6.47,G5III:+A0V:,
7073,,BD+41 3137,173936,47779,3493,18,46,13,+,41,26,30,6.07,B6V,
7074,Lam Pav,CP-62 5983,173948,254393,704,18,52,13,-,62,11,15,4.22,B2II-IIIe,
7075,,BD+60 1845,173949,17995,,18,44,18.2,+,61,2,53,5.99,G7IV,0.006
7076,,BD+04 3884,173954,123928,3494,18,48,2.7,+,4,14,29,6.21,K5,
7077,,BD-19 5182,174115,161871,,18,49,35.5,-,19,8,32,6.75,A1m,
7078,29    Sgr,BD-20 5277,174116,187324,,18,49,40.1,-,20,19,29,5.24,K4III,0.034
7079,,BD+23 3461,174160,86451,,18,48,16.4,+,23,30,51,6.15,F8V,
7080,,BD+46 2551,174177,47798,,18,46,59,+,46,18,54,6.52,A2IV,
7081,,BD+31 3369,174179,67396,,18,47,57.5,+,31,45,25,6.06,B3IVp,
7082,,BD+70 1023,174205,9222,,18,43,10.2,+,70,47,34,6.44,K2,
7083,,BD-06 4922,174208,142661,,18,49,41,-,5,54,46,5.99,K2Ib,
7084,,BD+52 2280,174237,31165,1492,18,46,43.1,+,52,59,17,5.88,B2.5Ve,
7085,,BD+00 4027,174240,123947,,18,49,37.1,+,0,50,9,6.25,A1V,
7086,,BD+19 3798,174262,104129,,18,48,53.4,+,19,19,43,5.88,A1V,
7087,Kap Tel,CP-5211268,174295,245772,3499,18,52,39.6,-,52,6,27,5.17,G8-K0III,0.014
7088,30    Sgr,BD-22 4881,174309,187342,1493,18,50,50.5,-,22,9,44,6.61,A7III,
7089,,BD-08 4726,174325,142674,,18,50,20,-,7,54,27,6.8,C5II,
7090,,BD+48 2767,174366,47815,,18,47,40,+,49,4,30,6.4,A1V,
7091,,BD+24 3545,174369,86462,,18,49,14.4,+,25,2,47,6.59,A1V,
7092,,CD-4612669,174387,229336,,18,52,27.1,-,46,35,43,5.54,M0III,0.009
7093,,CP-5211273,174430,245783,,18,53,12.1,-,51,55,52,6.31,B4III,
7094,,BD-09 4859,174464,142692,,18,50,58.5,-,9,46,27,5.83,F2Ib,
7095,,CD-4812769,174474,229342,,18,53,2.5,-,48,21,36,6.19,A2V,
7096,,BD+48 2770,174481,47823,3497,18,48,16.1,+,48,46,3,6.12,A7III,
7097,,CD-4612676,174500,229343,,18,52,59.6,-,46,35,9,6.19,A1IV-V,
7098,,BD+31 3373,174567,67438,,18,49,44,+,31,37,45,6.64,A0V s,
7099,,BD+10 3685,174569,104170,,18,50,45.6,+,10,58,35,6.55,K5III+K3III,0.005
7100,8Nu 1Lyr,BD+32 3227,174585,67441,,18,49,45.9,+,32,48,46,5.91,B3IV,
7101,8    Aql,BD-03 4392,174589,142706,3500,18,51,22.1,-,3,19,4,6.1,F2III,
7102,9Nu 2Lyr,BD+32 3228,174602,67446,,18,49,52.9,+,32,33,3,5.25,A3V,0.02
7103,,CD-2613562,174630,187388,,18,52,28.5,-,26,39,1,6.29,G8/K0III,
7104,,CD-2915449,174631,187389,,18,52,37,-,29,22,46,6.13,K1III,
7105,,CD-3016356,174632,210663,3502,18,52,41.7,-,30,44,3,6.63,B8V,
7106,10Bet Lyr,BD+33 3223,174638,67451,705,18,50,4.8,+,33,21,46,3.45,B8IIpe,-0.002
7107,Kap Pav,CP-67 3603,174694,254413,3505,18,56,57,-,67,14,1,4.44,F5I-II,0.01
7108,,CD-5012206,174730,229358,,18,54,32.3,-,49,52,43,6.6,A2V,
7109,,BD+13 3787,174853,104196,3503,18,52,1.9,+,13,57,56,6.14,B8Vnn,
7110,,BD-09 4876,174866,142741,,18,53,1.9,-,9,34,34,6.34,A7Vn,
7111,,CP-62 6002,174877,254415,,18,56,54.7,-,62,48,4,6.48,K3III,
7112,,BD+28 3104,174881,86512,,18,51,35.9,+,28,47,1,6.18,K1II-III,
7113,112    Her,BD+21 3582,174933,86521,,18,52,16.4,+,21,25,31,5.48,B9II-IIIpHg,0.007
7114,33    Sgr,BD-21 5176,174947,187422,,18,54,0.1,-,21,21,35,5.69,K1Ib,
7115,,BD+36 3295,174959,67485,,18,51,36.5,+,36,32,19,6.09,B6IV,
7116,32Nu 1Sgr,BD-22 4907,174974,187426,,18,54,10.2,-,22,44,42,4.83,K2I+B9V:,0.03
7117,,BD+73  835,174980,9241,,18,45,46.7,+,74,5,8,5.27,K0II-III,0.02
7118,,BD+41 3167,175132,47874,,18,52,7.1,+,41,23,0,6.28,B9IIIpSi,
7119,,BD-15 5143,175156,161964,,18,54,43.1,-,15,36,11,5.1,B5II,
7120,35Nu 2Sgr,BD-22 4915,175190,187445,,18,55,7.1,-,22,40,17,4.99,K3II-IIIBa0.8CN2,0.042
7121,34Sig Sgr,CD-2613595,175191,187448,706,18,55,15.9,-,26,17,48,2.02,B2.5V,
7122,,CD-4213761,175219,229383,,18,56,16.9,-,42,42,38,5.36,K0III,0.01
7123,,BD+52 2294,175225,31217,,18,51,35,+,52,58,30,5.51,G9IVa,0.037
7124,50    Dra,BD+75  682,175286,9250,1494,18,46,22.2,+,75,26,2,5.35,A1Vn,0.008
